Age,Gender,Education Level,Job Title,Years of Experience,Salary
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,81618
26.0,Female,Master's Degree,Director,18.0,301317
27.0,Male,Bachelor's Degree,Data Analyst,4.0,48290
30.0,Female,PhD,Senior Data Scientist,10.0,231467
29.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,81344
32.0,Male,Bachelor's Degree,Director,18.0,225736
25.0,Female,Master's Degree,Data Analyst,4.0,65634
33.0,Male,PhD,Senior Data Scientist,10.0,238961
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,90522
28.0,Male,Master's Degree,Director,18.0,325981
30.0,Female,Bachelor's Degree,Data Analyst,4.0,54168
27.0,Male,PhD,Senior Data Scientist,10.0,204023
29.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,90128
34.0,Male,Bachelor's Degree,Director,18.0,234947
25.0,Female,Master's Degree,Data Analyst,4.0,62857
33.0,Male,PhD,Senior Data Scientist,10.0,217424
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,88308
28.0,Male,Master's Degree,Director,18.0,303518
30.0,Female,Bachelor's Degree,Data Analyst,4.0,52297
27.0,Male,PhD,Senior Data Scientist,10.0,229482
29.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,93185
34.0,Male,Bachelor's Degree,Director,18.0,250910
25.0,Female,Master's Degree,Data Analyst,4.0,61524
33.0,Male,PhD,Senior Data Scientist,10.0,231093
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,92362
28.0,Male,Master's Degree,Director,18.0,291986
30.0,Female,Bachelor's Degree,Data Analyst,4.0,50355
27.0,Male,PhD,Senior Data Scientist,10.0,217701
29.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,93025
34.0,Male,Bachelor's Degree,Director,18.0,233307
25.0,Female,Master's Degree,Data Analyst,4.0,65485
33.0,Male,PhD,Senior Data Scientist,10.0,232082
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,88465
28.0,Male,Master's Degree,Director,18.0,314208
30.0,Female,Bachelor's Degree,Data Analyst,4.0,49707
27.0,Male,PhD,Senior Data Scientist,10.0,206219
29.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,83730
34.0,Male,Bachelor's Degree,Director,18.0,236953
25.0,Female,Master's Degree,Data Analyst,4.0,63213
33.0,Male,PhD,Senior Data Scientist,10.0,208350
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,92714
28.0,Male,Master's Degree,Director,18.0,324326
30.0,Female,Bachelor's Degree,Data Analyst,4.0,46091
27.0,Male,PhD,Senior Data Scientist,10.0,224423
29.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,87459
34.0,Male,Bachelor's Degree,Director,18.0,226081
26.0,Male,Bachelor's Degree,Data Analyst,4.0,51459
29.0,Female,Master's Degree,Senior Data Scientist,10.0,195930
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,77891
27.0,Female,Bachelor's Degree,Director,18.0,217104
24.0,Male,Bachelor's Degree,Data Analyst,4.0,53053
31.0,Female,Master's Degree,Senior Data Scientist,10.0,188165
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,83523
33.0,Female,Master's Degree,Director,18.0,312419
25.0,Male,Bachelor's Degree,Data Analyst,4.0,49555
30.0,Female,PhD,Senior Data Scientist,10.0,213465
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,79219
34.0,Female,Master's Degree,Director,18.0,300131
23.0,Male,Bachelor's Degree,Data Analyst,4.0,49239
32.0,Female,PhD,Senior Data Scientist,10.0,234542
29.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,84103
30.0,Female,Bachelor's Degree,Director,18.0,253708
26.0,Male,Bachelor's Degree,Data Analyst,4.0,45147
31.0,Female,Master's Degree,Senior Data Scientist,10.0,174726
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,93109
33.0,Female,Master's Degree,Director,18.0,316426
24.0,Male,Bachelor's Degree,Data Analyst,4.0,51898
30.0,Female,PhD,Senior Data Scientist,10.0,209686
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,87342
34.0,Female,Master's Degree,Director,18.0,296645
25.0,Male,Bachelor's Degree,Data Analyst,4.0,48053
29.0,Female,Master's Degree,Senior Data Scientist,10.0,182224
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,89735
27.0,Female,Bachelor's Degree,Director,18.0,222172
31.0,Male,Bachelor's Degree,Data Analyst,4.0,49415
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,83022
33.0,Male,Master's Degree,Director,18.0,279015
26.0,Female,Bachelor's Degree,Data Analyst,4.0,44590
30.0,Male,PhD,Senior Data Scientist,10.0,209128
27.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,86553
34.0,Male,Master's Degree,Director,18.0,289258
25.0,Female,Bachelor's Degree,Data Analyst,4.0,54427
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,89181
29.0,Female,Master's Degree,Senior Data Scientist,10.0,207074
30.0,Male,Bachelor's Degree,Data Analyst,4.0,51327
33.0,Female,Master's Degree,Director,18.0,308552
24.0,Male,Bachelor's Degree,Data Analyst,4.0,45432
31.0,Female,PhD,Senior Data Scientist,10.0,239144
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,90371
27.0,Female,Bachelor's Degree,Director,18.0,256083
26.0,Male,Bachelor's Degree,Data Analyst,4.0,54235
29.0,Female,Master's Degree,Senior Data Scientist,10.0,203251
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,81017
33.0,Female,Master's Degree,Director,18.0,319718
25.0,Male,Bachelor's Degree,Data Analyst,4.0,53416
30.0,Female,PhD,Senior Data Scientist,10.0,233846
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,83711
34.0,Female,Master's Degree,Director,18.0,303083
31.0,Male,Bachelor's Degree,Data Analyst,4.0,48647
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,87355
26.0,Male,Bachelor's Degree,Data Analyst,4.0,45642
29.0,Female,Master's Degree,Senior Data Scientist,10.0,182971
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,78088
33.0,Female,Master's Degree,Director,18.0,277347
24.0,Male,Bachelor's Degree,Data Analyst,4.0,48302
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,79123
25.0,Female,Bachelor's Degree,Data Analyst,4.0,52090
30.0,Female,PhD,Senior Data Scientist,10.0,211083
31.0,Male,Bachelor's Degree,Data Analyst,4.0,49007
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,86295
26.0,Male,Bachelor's Degree,Data Analyst,4.0,50307
29.0,Female,Master's Degree,Senior Data Scientist,10.0,192656
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,82805
33.0,Female,Master's Degree,Director,18.0,309399
24.0,Male,Bachelor's Degree,Data Analyst,4.0,44649
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,84078
25.0,Female,Bachelor's Degree,Data Analyst,4.0,51127
30.0,Female,PhD,Senior Data Scientist,10.0,206100
31.0,Male,Bachelor's Degree,Data Analyst,4.0,49830
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,83989
26.0,Male,Bachelor's Degree,Data Analyst,4.0,53036
29.0,Female,Master's Degree,Senior Data Scientist,10.0,196311
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,91617
33.0,Female,Master's Degree,Director,18.0,285867
24.0,Male,Bachelor's Degree,Data Analyst,4.0,48614
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,82472
25.0,Female,Bachelor's Degree,Data Analyst,4.0,53898
30.0,Female,PhD,Senior Data Scientist,10.0,197666
31.0,Male,Bachelor's Degree,Data Analyst,4.0,53866
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,83225
26.0,Male,Bachelor's Degree,Data Analyst,4.0,46939
29.0,Female,Master's Degree,Senior Data Scientist,10.0,206904
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,89090
33.0,Female,Master's Degree,Director,18.0,291505
24.0,Male,Bachelor's Degree,Data Analyst,4.0,48998
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,93188
25.0,Male,Bachelor's Degree,Data Analyst,4.0,44665
28.0,Female,Master's Degree,Senior Data Scientist,10.0,183317
30.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,93160
27.0,Female,Bachelor's Degree,Director,18.0,243162
24.0,Male,Bachelor's Degree,Data Analyst,4.0,49912
31.0,Male,Master's Degree,Senior Data Scientist,10.0,204158
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,78691
33.0,Female,Master's Degree,Director,18.0,294658
26.0,Male,Bachelor's Degree,Data Analyst,4.0,45335
30.0,Female,PhD,Senior Data Scientist,10.0,226122
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,78849
34.0,Female,Master's Degree,Director,18.0,326693
23.0,Male,Bachelor's Degree,Data Analyst,4.0,46275
32.0,Female,PhD,Senior Data Scientist,10.0,197628
29.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,94694
30.0,Female,Bachelor's Degree,Director,18.0,226785
26.0,Male,Bachelor's Degree,Data Analyst,4.0,48924
31.0,Female,Master's Degree,Senior Data Scientist,10.0,170579
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,87949
33.0,Female,Master's Degree,Director,18.0,297661
24.0,Male,Bachelor's Degree,Data Analyst,4.0,46081
30.0,Female,PhD,Senior Data Scientist,10.0,237581
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,92671
34.0,Female,Master's Degree,Director,18.0,314630
25.0,Male,Bachelor's Degree,Data Analyst,4.0,47864
29.0,Female,Master's Degree,Senior Data Scientist,10.0,198631
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,92787
27.0,Female,Bachelor's Degree,Director,18.0,241571
31.0,Male,Bachelor's Degree,Data Analyst,4.0,44564
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,92898
33.0,Male,Master's Degree,Director,18.0,274094
26.0,Female,Bachelor's Degree,Data Analyst,4.0,46165
30.0,Male,PhD,Senior Data Scientist,10.0,235497
27.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,83167
34.0,Male,Master's Degree,Director,18.0,284112
25.0,Female,Bachelor's Degree,Data Analyst,4.0,53721
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,84235
29.0,Female,Master's Degree,Senior Data Scientist,10.0,185429
30.0,Male,Bachelor's Degree,Data Analyst,4.0,54388
33.0,Female,Master's Degree,Director,18.0,288567
24.0,Male,Bachelor's Degree,Data Analyst,4.0,47526
31.0,Female,PhD,Senior Data Scientist,10.0,215794
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,91150
27.0,Female,Bachelor's Degree,Director,18.0,248174
26.0,Male,Bachelor's Degree,Data Analyst,4.0,46463
29.0,Female,Master's Degree,Senior Data Scientist,10.0,206180
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,94058
33.0,Female,Master's Degree,Director,18.0,290561
25.0,Male,Bachelor's Degree,Data Analyst,4.0,53227
30.0,Female,PhD,Senior Data Scientist,10.0,216779
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,82140
34.0,Female,Master's Degree,Director,18.0,328276
31.0,Male,Bachelor's Degree,Data Analyst,4.0,49304
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,85288
26.0,Male,Bachelor's Degree,Data Analyst,4.0,53466
29.0,Female,Master's Degree,Senior Data Scientist,10.0,198868
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,89086
33.0,Female,Master's Degree,Director,18.0,298920
24.0,Male,Bachelor's Degree,Data Analyst,4.0,52995
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,83193
25.0,Female,Bachelor's Degree,Data Analyst,4.0,50418
30.0,Female,PhD,Senior Data Scientist,10.0,208161
31.0,Male,Bachelor's Degree,Data Analyst,4.0,53831
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,95000
26.0,Male,Bachelor's Degree,Data Analyst,4.0,50007
29.0,Female,Master's Degree,Senior Data Scientist,10.0,199541
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,83783
33.0,Female,Master's Degree,Director,18.0,325598
24.0,Male,Bachelor's Degree,Data Analyst,4.0,47457
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,87067
25.0,Female,Bachelor's Degree,Data Analyst,4.0,49318
30.0,Female,PhD,Senior Data Scientist,10.0,198227
31.0,Male,Bachelor's Degree,Data Analyst,4.0,52944
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,86366
26.0,Male,Bachelor's Degree,Data Analyst,4.0,50690
29.0,Female,Master's Degree,Senior Data Scientist,10.0,176856
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,82931
33.0,Female,Master's Degree,Director,18.0,297532
24.0,Male,Bachelor's Degree,Data Analyst,4.0,46219
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,82229
23.0,Male,Bachelor's Degree,Data Analyst,4.0,45353
27.0,Female,Master's Degree,Senior Data Scientist,10.0,194538
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,86087
24.0,Female,Bachelor's Degree,Director,18.0,219785
25.0,Male,Bachelor's Degree,Data Analyst,4.0,52385
31.0,Male,Master's Degree,Senior Data Scientist,10.0,180907
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,84334
33.0,Female,Master's Degree,Director,18.0,314230
26.0,Male,Bachelor's Degree,Data Analyst,4.0,50879
30.0,Female,PhD,Senior Data Scientist,10.0,206313
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,88377
34.0,Female,Master's Degree,Director,18.0,312246
23.0,Male,Bachelor's Degree,Data Analyst,4.0,50717
32.0,Female,PhD,Senior Data Scientist,10.0,204080
29.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,84183
30.0,Female,Bachelor's Degree,Director,18.0,231380
26.0,Male,Bachelor's Degree,Data Analyst,4.0,53822
31.0,Female,Master's Degree,Senior Data Scientist,10.0,186026
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,77897
33.0,Female,Master's Degree,Director,18.0,301610
24.0,Male,Bachelor's Degree,Data Analyst,4.0,50157
30.0,Female,PhD,Senior Data Scientist,10.0,226115
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,82309
34.0,Female,Master's Degree,Director,18.0,332178
25.0,Male,Bachelor's Degree,Data Analyst,4.0,51883
29.0,Female,Master's Degree,Senior Data Scientist,10.0,192562
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,83818
27.0,Female,Bachelor's Degree,Director,18.0,250982
31.0,Male,Bachelor's Degree,Data Analyst,4.0,51324
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,79226
33.0,Male,Master's Degree,Director,18.0,325745
26.0,Female,Bachelor's Degree,Data Analyst,4.0,44970
30.0,Male,PhD,Senior Data Scientist,10.0,217469
27.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,83321
34.0,Male,Master's Degree,Director,18.0,300478
25.0,Female,Bachelor's Degree,Data Analyst,4.0,46195
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,84106
29.0,Female,Master's Degree,Senior Data Scientist,10.0,181848
30.0,Male,Bachelor's Degree,Data Analyst,4.0,52581
33.0,Female,Master's Degree,Director,18.0,329551
24.0,Male,Bachelor's Degree,Data Analyst,4.0,46697
31.0,Female,PhD,Senior Data Scientist,10.0,233492
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,94670
27.0,Female,Bachelor's Degree,Director,18.0,215626
26.0,Male,Bachelor's Degree,Data Analyst,4.0,51913
29.0,Female,Master's Degree,Senior Data Scientist,10.0,194241
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,93803
33.0,Female,Master's Degree,Director,18.0,297891
25.0,Male,Bachelor's Degree,Data Analyst,4.0,50700
30.0,Female,PhD,Senior Data Scientist,10.0,223114
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,86361
34.0,Female,Master's Degree,Director,18.0,275383
31.0,Male,Bachelor's Degree,Data Analyst,4.0,50567
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,92831
26.0,Male,Bachelor's Degree,Data Analyst,4.0,53522
29.0,Female,Master's Degree,Senior Data Scientist,10.0,175569
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,94534
33.0,Female,Master's Degree,Director,18.0,310668
24.0,Male,Bachelor's Degree,Data Analyst,4.0,47301
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,80450
25.0,Female,Bachelor's Degree,Data Analyst,4.0,46266
30.0,Female,PhD,Senior Data Scientist,10.0,239544
31.0,Male,Bachelor's Degree,Data Analyst,4.0,49714
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,77933
26.0,Male,Bachelor's Degree,Data Analyst,4.0,47673
29.0,Female,Master's Degree,Senior Data Scientist,10.0,178948
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,92083
33.0,Female,Master's Degree,Director,18.0,280100
24.0,Male,Bachelor's Degree,Data Analyst,4.0,52564
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,82568
25.0,Female,Bachelor's Degree,Data Analyst,4.0,54205
30.0,Female,PhD,Senior Data Scientist,10.0,217680
31.0,Male,Bachelor's Degree,Data Analyst,4.0,45125
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,94253
26.0,Male,Bachelor's Degree,Data Analyst,4.0,45447
29.0,Female,Master's Degree,Senior Data Scientist,10.0,174038
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,92612
33.0,Female,Master's Degree,Director,18.0,298365
24.0,Male,Bachelor's Degree,Data Analyst,4.0,48388
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,81300
25.0,Female,Bachelor's Degree,Data Analyst,4.0,47434
30.0,Female,PhD,Senior Data Scientist,10.0,228232
31.0,Male,Bachelor's Degree,Data Analyst,4.0,51556
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,84345
26.0,Male,Bachelor's Degree,Data Analyst,4.0,45731
29.0,Female,Master's Degree,Senior Data Scientist,10.0,175266
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,86362
33.0,Female,Master's Degree,Director,18.0,285240
24.0,Male,Bachelor's Degree,Data Analyst,4.0,45991
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,90198
25.0,Female,Bachelor's Degree,Data Analyst,4.0,50235
30.0,Female,PhD,Senior Data Scientist,10.0,198740
31.0,Male,Bachelor's Degree,Data Analyst,4.0,49402
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,85253
26.0,Male,Bachelor's Degree,Data Analyst,4.0,50126
29.0,Female,Master's Degree,Senior Data Scientist,10.0,196988
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,90051
33.0,Female,Master's Degree,Director,18.0,316365
24.0,Male,Bachelor's Degree,Data Analyst,4.0,44586
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,88888
25.0,Female,Bachelor's Degree,Data Analyst,4.0,46526
30.0,Female,PhD,Senior Data Scientist,10.0,222435
31.0,Male,Bachelor's Degree,Data Analyst,4.0,48758
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,78026
26.0,Male,Bachelor's Degree,Data Analyst,4.0,50218
29.0,Female,Master's Degree,Senior Data Scientist,10.0,191065
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,85180
33.0,Female,Master's Degree,Director,18.0,287001
24.0,Male,Bachelor's Degree,Data Analyst,4.0,53739
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,89409
25.0,Female,Bachelor's Degree,Data Analyst,4.0,51716
30.0,Female,PhD,Senior Data Scientist,10.0,198855
31.0,Male,Bachelor's Degree,Data Analyst,4.0,53697
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,88077
26.0,Male,Bachelor's Degree,Data Analyst,4.0,53061
29.0,Female,Master's Degree,Senior Data Scientist,10.0,184280
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,91423
33.0,Female,Master's Degree,Director,18.0,276862
24.0,Male,Bachelor's Degree,Data Analyst,4.0,45044
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,91524
25.0,Female,Bachelor's Degree,Data Analyst,4.0,45939
30.0,Female,PhD,Senior Data Scientist,10.0,222756
31.0,Male,Bachelor's Degree,Data Analyst,4.0,51028
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,93635
26.0,Male,Bachelor's Degree,Data Analyst,4.0,47321
29.0,Female,Master's Degree,Senior Data Scientist,10.0,207831
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,93228
33.0,Female,Master's Degree,Director,18.0,328398
24.0,Male,Bachelor's Degree,Data Analyst,4.0,47555
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,93876
25.0,Female,Bachelor's Degree,Data Analyst,4.0,52701
30.0,Female,PhD,Senior Data Scientist,10.0,223528
31.0,Male,Bachelor's Degree,Data Analyst,4.0,45217
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,93525
